,precision,recall,f1-score,support
87,1.0,1.0,1.0,2.0
88,1.0,1.0,1.0,2.0
89,0.0,0.0,0.0,2.0
90,1.0,1.0,1.0,2.0
91,1.0,1.0,1.0,2.0
92,1.0,1.0,1.0,2.0
93,1.0,1.0,1.0,2.0
94,1.0,1.0,1.0,2.0
95,0.5,1.0,0.6666666666666666,2.0
96,1.0,1.0,1.0,2.0
97,1.0,1.0,1.0,2.0
98,1.0,1.0,1.0,2.0
99,0.6666666666666666,1.0,0.8,2.0
100,1.0,1.0,1.0,2.0
101,1.0,1.0,1.0,2.0
102,1.0,1.0,1.0,2.0
103,0.6666666666666666,1.0,0.8,2.0
104,0.0,0.0,0.0,2.0
105,0.6666666666666666,1.0,0.8,2.0
106,1.0,1.0,1.0,2.0
107,1.0,1.0,1.0,2.0
108,1.0,1.0,1.0,2.0
109,1.0,1.0,1.0,2.0
110,1.0,1.0,1.0,2.0
111,1.0,1.0,1.0,2.0
112,1.0,0.5,0.6666666666666666,2.0
113,1.0,1.0,1.0,2.0
114,1.0,1.0,1.0,2.0
115,0.6666666666666666,1.0,0.8,2.0
116,0.5,0.5,0.5,2.0
117,1.0,1.0,1.0,2.0
118,1.0,1.0,1.0,2.0
119,1.0,0.5,0.6666666666666666,2.0
120,1.0,0.5,0.6666666666666666,2.0
121,0.0,0.0,0.0,2.0
122,0.6666666666666666,1.0,0.8,2.0
123,1.0,1.0,1.0,2.0
124,1.0,1.0,1.0,2.0
125,0.6666666666666666,1.0,0.8,2.0
126,0.6666666666666666,1.0,0.8,2.0
127,0.5,0.5,0.5,2.0
128,0.6666666666666666,1.0,0.8,2.0
129,1.0,0.5,0.6666666666666666,2.0
130,0.6666666666666666,1.0,0.8,2.0
131,1.0,0.5,0.6666666666666666,2.0
132,1.0,1.0,1.0,2.0
133,0.0,0.0,0.0,2.0
134,0.6666666666666666,1.0,0.8,2.0
135,0.6666666666666666,1.0,0.8,2.0
136,0.5,0.5,0.5,2.0
137,0.6666666666666666,1.0,0.8,2.0
138,1.0,1.0,1.0,2.0
139,0.6666666666666666,1.0,0.8,2.0
140,1.0,0.5,0.6666666666666666,2.0
141,1.0,1.0,1.0,2.0
142,1.0,0.5,0.6666666666666666,2.0
143,1.0,1.0,1.0,2.0
144,1.0,0.5,0.6666666666666666,2.0
145,1.0,0.5,0.6666666666666666,2.0
146,0.6666666666666666,1.0,0.8,2.0
147,1.0,0.5,0.6666666666666666,2.0
148,1.0,0.5,0.6666666666666666,2.0
149,1.0,0.5,0.6666666666666666,2.0
150,1.0,0.5,0.6666666666666666,2.0
151,0.6666666666666666,1.0,0.8,2.0
152,1.0,1.0,1.0,2.0
153,1.0,0.5,0.6666666666666666,2.0
154,0.6666666666666666,1.0,0.8,2.0
155,1.0,1.0,1.0,2.0
156,1.0,0.5,0.6666666666666666,2.0
157,1.0,0.5,0.6666666666666666,2.0
158,1.0,1.0,1.0,2.0
159,1.0,1.0,1.0,2.0
160,1.0,1.0,1.0,2.0
161,0.25,0.5,0.3333333333333333,2.0
162,1.0,1.0,1.0,2.0
163,0.6666666666666666,1.0,0.8,2.0
164,1.0,1.0,1.0,2.0
165,0.6666666666666666,1.0,0.8,2.0
166,0.5,0.5,0.5,2.0
167,1.0,1.0,1.0,2.0
168,1.0,1.0,1.0,2.0
169,0.3333333333333333,0.5,0.4,2.0
170,1.0,1.0,1.0,2.0
171,0.0,0.0,0.0,2.0
172,1.0,1.0,1.0,2.0
173,1.0,1.0,1.0,2.0
174,1.0,0.5,0.6666666666666666,2.0
175,1.0,1.0,1.0,2.0
176,1.0,1.0,1.0,2.0
177,1.0,0.5,0.6666666666666666,2.0
178,1.0,1.0,1.0,2.0
179,1.0,0.5,0.6666666666666666,2.0
180,1.0,1.0,1.0,2.0
181,0.6666666666666666,1.0,0.8,2.0
182,1.0,0.5,0.6666666666666666,2.0
183,1.0,0.5,0.6666666666666666,2.0
184,1.0,1.0,1.0,2.0
185,1.0,0.5,0.6666666666666666,2.0
186,1.0,1.0,1.0,2.0
187,1.0,1.0,1.0,2.0
188,1.0,0.5,0.6666666666666666,2.0
189,0.5,0.5,0.5,2.0
190,1.0,1.0,1.0,2.0
191,1.0,1.0,1.0,2.0
192,0.6666666666666666,1.0,0.8,2.0
193,1.0,1.0,1.0,2.0
194,1.0,1.0,1.0,2.0
195,1.0,1.0,1.0,2.0
196,0.5,1.0,0.6666666666666666,2.0
197,1.0,1.0,1.0,2.0
198,0.5,1.0,0.6666666666666666,2.0
199,1.0,1.0,1.0,2.0
200,1.0,1.0,1.0,2.0
201,1.0,1.0,1.0,2.0
202,0.6666666666666666,1.0,0.8,2.0
203,0.6666666666666666,1.0,0.8,2.0
204,1.0,1.0,1.0,2.0
205,1.0,0.5,0.6666666666666666,2.0
206,0.5,1.0,0.6666666666666666,2.0
207,0.6666666666666666,1.0,0.8,2.0
208,1.0,0.5,0.6666666666666666,2.0
209,1.0,1.0,1.0,2.0
accuracy,0.8261904761904761,0.8261904761904761,0.8261904761904761,0.8261904761904761
macro avg,0.8451587301587302,0.8261904761904761,0.8104988662131519,420.0
weighted avg,0.8451587301587302,0.8261904761904761,0.8104988662131519,420.0
